
M6E
                         COMUNICADO  2019 - 2 - G0372                        -1- F
 
PARA         : EMPRESAS ASOCIADAS 
ASUNTO       : PRESUPUESTO SEMANA 30/2019                            
FECHA        : 22 de Julio del 2019
ÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄÄ
 
 


Por medio de la presente les informamos, el presupuesto de la
semana 30/2019.

DIST    TDA     LUN     MAR     MIER    JUE     VIER    SAB     DOM
511     533     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     538     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     539     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     540     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     541     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     542     9.00    9.00    10.00   11.00   19.00   23.00   19.00
511     543     9.00    9.00    10.00   11.00   19.00   23.00   19.00
511     546     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     551     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     560     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     561     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     562     9.00    9.00    10.00   11.00   19.00   23.00   19.00
511     563     11.00   11.00   12.00   13.00   16.00   20.00   17.00
511     829     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     950     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     951     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     953     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     954     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     956     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     961     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     962     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     963     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     964     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     965     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     966     11.00   11.00   12.00   13.00   16.00   20.00   17.00
520     969     11.00   11.00   12.00   13.00   16.00   20.00   17.00

Atentamente,



 


 Agradeciendo la atenci¢n al presente.

 Atentamente,



    -------------------------
      EMPRESAS COMERCIALES S.A.

